seed,condition,method,value,fired
6,M3,PartialCorr,0.022477197684133473,1
6,M3,ResidualDCor,0.01990049751243781,1
6,M3,LLMJudge,0.3,0
7,M1,CMI,0.024875621890547265,1
7,M1,Pearson,0.004975124378109453,1
7,M1,PartialCorr,8.136973511423823e-10,1
7,M1,ResidualDCor,0.004975124378109453,1
7,M1,LLMJudge,0.12,0
7,M2,CMI,0.004975124378109453,1
7,M2,Pearson,0.004975124378109453,1
7,M2,PartialCorr,2.2084614357761534e-40,1
7,M2,ResidualDCor,0.004975124378109453,1
7,M2,LLMJudge,0.15,0
7,M3,CMI,0.6716417910447762,0
7,M3,Pearson,0.004975124378109453,1
7,M3,PartialCorr,0.018998003518741025,1
7,M3,ResidualDCor,0.024875621890547265,1
7,M3,LLMJudge,0.15,0
8,M1,CMI,0.04975124378109453,1
8,M1,Pearson,0.004975124378109453,1
8,M1,PartialCorr,4.605997334818562e-13,1
8,M1,ResidualDCor,0.004975124378109453,1
8,M1,LLMJudge,0.72,1
8,M2,CMI,0.004975124378109453,1
8,M2,Pearson,0.004975124378109453,1
8,M2,PartialCorr,5.069567645156446e-56,1
8,M2,ResidualDCor,0.004975124378109453,1
8,M2,LLMJudge,0.25,0
8,M3,CMI,0.681592039800995,0
8,M3,Pearson,0.024875621890547265,1
8,M3,PartialCorr,0.01492885601606538,1
8,M3,ResidualDCor,0.004975124378109453,1
8,M3,LLMJudge,0.1,0
9,M1,CMI,0.004975124378109453,1
9,M1,Pearson,0.004975124378109453,1
9,M1,PartialCorr,3.5078833657059664e-12,1
9,M1,ResidualDCor,0.004975124378109453,1
9,M1,LLMJudge,0.15,0
9,M2,CMI,0.004975124378109453,1
9,M2,Pearson,0.004975124378109453,1
9,M2,PartialCorr,1.1679773603548045e-73,1
9,M2,ResidualDCor,0.004975124378109453,1
9,M2,LLMJudge,0.15,0
9,M3,CMI,0.9601990049751243,0
9,M3,Pearson,0.0845771144278607,0
9,M3,PartialCorr,0.8902275814395144,0
9,M3,ResidualDCor,0.2835820895522388,0
9,M3,LLMJudge,0.15,0
10,M1,CMI,0.05472636815920398,0
10,M1,Pearson,0.004975124378109453,1
10,M1,PartialCorr,1.292341526542597e-10,1
10,M1,ResidualDCor,0.004975124378109453,1
10,M1,LLMJudge,0.6,1
10,M2,CMI,0.004975124378109453,1
10,M2,Pearson,0.004975124378109453,1
10,M2,PartialCorr,7.873576479586308e-40,1
10,M2,ResidualDCor,0.004975124378109453,1
10,M2,LLMJudge,0.15,0
10,M3,CMI,0.31343283582089554,0
10,M3,Pearson,0.03482587064676617,1
10,M3,PartialCorr,0.34598746176949496,0
10,M3,ResidualDCor,0.6169154228855721,0
10,M3,LLMJudge,0.15,0
11,M1,CMI,0.029850746268656716,1
11,M1,Pearson,0.004975124378109453,1
11,M1,PartialCorr,1.3236111173520013e-11,1
11,M1,ResidualDCor,0.004975124378109453,1
11,M1,LLMJudge,0.2,0
11,M2,CMI,0.004975124378109453,1
11,M2,Pearson,0.004975124378109453,1
11,M2,PartialCorr,9.854903751266924e-56,1
11,M2,ResidualDCor,0.004975124378109453,1
11,M2,LLMJudge,0.72,1
11,M3,CMI,0.4925373134328358,0
11,M3,Pearson,0.004975124378109453,1
11,M3,PartialCorr,9.399155865545423e-05,1
11,M3,ResidualDCor,0.004975124378109453,1
11,M3,LLMJudge,0.15,0
12,M1,CMI,0.004975124378109453,1
12,M1,Pearson,0.004975124378109453,1
12,M1,PartialCorr,3.8653701307278897e-17,1
12,M1,ResidualDCor,0.004975124378109453,1
12,M1,LLMJudge,0.15,0
12,M2,CMI,0.004975124378109453,1
12,M2,Pearson,0.004975124378109453,1
12,M2,PartialCorr,6.617206293961527e-46,1
12,M2,ResidualDCor,0.004975124378109453,1
12,M2,LLMJudge,0.35,0
12,M3,CMI,0.8258706467661692,0
12,M3,Pearson,0.004975124378109453,1
12,M3,PartialCorr,0.011301445592106702,1
12,M3,ResidualDCor,0.06467661691542288,0
12,M3,LLMJudge,0.15,0
13,M1,CMI,0.004975124378109453,1
13,M1,Pearson,0.004975124378109453,1
13,M1,PartialCorr,2.590625543570697e-18,1
13,M1,ResidualDCor,0.004975124378109453,1
13,M1,LLMJudge,0.2,0
13,M2,CMI,0.004975124378109453,1
13,M2,Pearson,0.004975124378109453,1
13,M2,PartialCorr,4.480358177483234e-34,1
13,M2,ResidualDCor,0.004975124378109453,1
13,M2,LLMJudge,0.6,1
13,M3,CMI,0.8905472636815921,0
13,M3,Pearson,0.004975124378109453,1
13,M3,PartialCorr,0.0009420738258216564,1
13,M3,ResidualDCor,0.009950248756218905,1
13,M3,LLMJudge,0.1,0
14,M1,CMI,0.01990049751243781,1
14,M1,Pearson,0.004975124378109453,1
14,M1,PartialCorr,8.889528976311614e-16,1
14,M1,ResidualDCor,0.004975124378109453,1
14,M1,LLMJudge,0.82,1
14,M2,CMI,0.004975124378109453,1
14,M2,Pearson,0.004975124378109453,1
14,M2,PartialCorr,4.497881741369765e-39,1
14,M2,ResidualDCor,0.004975124378109453,1
14,M2,LLMJudge,0.1,0
14,M3,CMI,0.15422885572139303,0
14,M3,Pearson,0.004975124378109453,1
14,M3,PartialCorr,0.001381367190824217,1
14,M3,ResidualDCor,0.004975124378109453,1
14,M3,LLMJudge,0.15,0
